timestamp,open,high,low,close,volume
1694476800000,4482.81,4483.357,4482.073,4482.367,18910
1694476860000,4482.554,4483.062,4482.067,4482.554,13420
1694476920000,4482.313,4482.822,4482.311,4482.311,17690
1694476980000,4482.617,4482.81,4481.82,4481.82,7320
1694477040000,4482.064,4482.076,4481.811,4481.829,7320
1694477100000,4481.571,4482.569,4481.571,4482.076,8540
1694477160000,4481.811,4481.877,4480.35,4480.353,7930
1694477220000,4480.599,4481.339,4480.35,4481.339,7320
1694477280000,4481.583,4481.839,4481.324,4481.839,4880
1694477340000,4481.757,4482.061,4481.577,4481.58,4880
1694477400000,4481.339,4481.387,4481.093,4481.33,4270
1694477460000,4481.592,4481.592,4481.084,4481.084,3050
1694477520000,4481.343,4481.836,4481.343,4481.397,3660
1694477580000,4481.084,4481.349,4481.084,4481.147,6100
1694477640000,4481.213,4481.337,4480.113,4480.347,7930
1694477700000,4480.107,4480.834,4480.107,4480.362,6710
1694477760000,4480.167,4480.359,4480.11,4480.347,6710
1694477820000,4480.122,4480.122,4479.614,4480.11,4270
1694477880000,4480.356,4480.859,4480.353,4480.841,4880
1694477940000,4480.714,4481.081,4480.612,4481.081,2440
1694478000000,4481.349,4481.349,4480.847,4480.847,11590
1694478060000,4480.6,4480.844,4480.354,4480.609,3660
1694478120000,4480.844,4480.907,4480.6,4480.612,2440
1694478180000,4480.844,4480.844,4480.844,4480.844,610
1694478240000,4481.103,4481.103,4480.862,4480.862,3660
1694478300000,4480.609,4480.907,4480.354,4480.612,5490
1694478360000,4480.844,4480.844,4480.417,4480.609,3660
1694478420000,4480.907,4480.907,4480.613,4480.847,3050
1694478480000,4481.1,4481.1,4480.841,4480.841,1220
1694478540000,4481.037,4481.109,4480.613,4480.613,9150
1694478600000,4480.492,4480.619,4480.351,4480.366,4880
1694478660000,4480.167,4480.607,4480.167,4480.607,1830
1694478720000,4480.366,4480.622,4479.614,4479.614,9760
1694478780000,4479.867,4480.129,4479.632,4479.867,3050
1694478840000,4480.123,4480.667,4480.12,4480.372,6710
1694478960000,4480.619,4480.917,4480.613,4480.869,2440
1694479020000,4480.604,4480.857,4480.369,4480.369,2440
1694479080000,4480.129,4480.369,4480.12,4480.363,4270
1694479140000,4480.427,4480.427,4479.861,4479.867,5490
1694479200000,4479.642,4479.927,4479.621,4479.882,10370
1694479260000,4479.639,4480.132,4479.437,4479.882,9760
1694479320000,4479.627,4479.882,4479.624,4479.624,9760
1694479380000,4479.383,4479.889,4479.383,4479.889,1830
1694479440000,4480.12,4480.177,4479.877,4480.177,4880
1694479500000,4479.883,4480.12,4479.377,4479.874,7930
1694479560000,4479.621,4480.132,4479.621,4480.132,1830
1694479620000,4479.892,4479.892,4479.621,4479.886,7320
1694479680000,4479.633,4480.177,4479.627,4480.126,5490
1694479740000,4479.871,4480.114,4479.636,4479.636,3050
1694479800000,4479.883,4480.376,4479.883,4480.376,2440
1694479860000,4480.187,4480.379,4480.124,4480.13,4270
1694479980000,4479.892,4480.142,4479.892,4480.142,1220
1694480040000,4480.364,4480.632,4480.364,4480.632,5490
1694480100000,4480.373,4480.373,4479.76,4479.76,2440
1694480160000,4479.88,4480.142,4479.637,4480.142,5490
1694480220000,4479.892,4480.376,4479.883,4480.376,3660
1694480280000,4480.38,4480.38,4480.38,4480.38,610
1694480340000,4480.136,4480.136,4479.88,4480.124,1830
1694480400000,4479.877,4480.142,4479.877,4480.13,5490
1694480460000,4479.877,4480.121,4479.652,4479.889,4880
1694480520000,4479.893,4479.893,4479.893,4479.893,610
1694480580000,4479.646,4479.899,4479.153,4479.631,4270
1694480640000,4479.402,4479.646,4479.402,4479.646,1220
1694480700000,4479.39,4479.697,4479.381,4479.697,12200
1694480760000,4479.384,4479.697,4478.909,4479.652,10370
1694480820000,4479.394,4479.403,4478.9,4479.144,4880
1694480880000,4479.4,4479.4,4479.4,4479.4,610
1694480940000,4479.279,4479.457,4479.141,4479.457,9150
1694481000000,4479.159,4479.64,4479.159,4479.64,1830
1694481060000,4479.397,4479.896,4479.394,4479.89,7320
1694481120000,4480.197,4482.612,4479.89,4481.863,18910
1694481180000,4481.604,4481.869,4480.63,4480.874,15250
1694481240000,4481.012,4481.129,4480.883,4480.883,6100
1694481300000,4480.633,4480.633,4479.397,4479.647,15860
1694481360000,4479.887,4480.377,4479.4,4479.881,12200
1694481420000,4479.659,4480.14,4479.65,4479.89,12200
1694481480000,4480.017,4480.892,4479.89,4480.75,13420
1694481540000,4480.937,4480.937,4480.149,4480.63,7320
1694481600000,4480.937,4480.946,4480.152,4480.687,14640
1694481660000,4480.441,4480.943,4480.203,4480.462,5490
1694481720000,4480.69,4480.69,4480.197,4480.317,4270
1694481780000,4480.212,4480.507,4480.212,4480.507,2440
1694481840000,4480.321,4480.453,4479.71,4479.71,7320
1694481900000,4479.457,4479.954,4479.457,4479.457,4270
1694481960000,4479.22,4479.277,4478.979,4479.277,4880
1694482020000,4479.461,4479.476,4479.211,4479.476,9150
1694482080000,4479.716,4479.767,4479.467,4479.467,6100
1694482140000,4479.584,4479.969,4479.473,4479.969,4880
1694482200000,4479.722,4479.722,4478.471,4479.704,13420
1694482260000,4479.482,4479.722,4478.24,4478.471,7320
1694482320000,4478.297,4478.739,4478.297,4478.721,4270
1694482380000,4478.986,4478.986,4478.486,4478.971,8540
1694482440000,4478.85,4479.232,4478.61,4478.73,10370
1694482500000,4478.986,4479.277,4478.739,4478.971,18910
1694482560000,4479.211,4479.214,4478.481,4478.481,10370
1694482620000,4478.24,4478.547,4478.231,4478.493,8540
1694482680000,4478.351,4478.499,4478.234,4478.24,6100
