timestamp,open,high,low,close,volume
1648684800000,4604.136,4604.399,4603.845,4603.845,51680
1648684860000,4604.133,4604.399,4603.833,4603.833,28760
1648684920000,4604.039,4604.352,4603.351,4604.333,67000
1648684980000,4604.334,4604.399,4603.842,4603.842,40440
1648685040000,4604.154,4604.154,4603.336,4603.639,40000
1648685100000,4603.637,4603.654,4603.339,4603.339,20220
1648685160000,4603.633,4603.699,4603.336,4603.648,19780
1648685220000,4603.833,4604.199,4603.833,4603.854,13940
1648685280000,4604.199,4604.199,4603.639,4603.639,11680
1648685340000,4603.833,4604.154,4603.833,4604.142,56200
1648685400000,4604.14,4604.151,4603.848,4604.151,22480
1648685460000,4604.143,4604.148,4603.348,4604.148,53060
1648685520000,4604.633,4609.148,4604.633,4608.851,97140
1648685580000,4609.148,4611.146,4608.639,4609.639,243640
1648685640000,4609.851,4610.154,4608.133,4609.345,202320
1648685700000,4609.654,4610.151,4608.833,4609.133,141160
1648685760000,4608.836,4609.839,4608.139,4609.839,199180
1648685820000,4609.852,4609.899,4609.342,4609.633,90360
1648685880000,4609.637,4609.637,4606.633,4607.342,188320
1648685940000,4607.645,4608.852,4607.145,4608.654,186560
1648686000000,4608.748,4610.754,4608.633,4609.842,200940
1648686060000,4609.897,4610.699,4609.142,4610.699,126780
1648686120000,4610.637,4610.697,4608.142,4609.199,112340
1648686180000,4609.152,4609.152,4608.154,4608.645,93060
1648686240000,4608.845,4608.897,4608.136,4608.354,84520
1648686300000,4608.343,4608.845,4607.833,4608.699,112840
1648686360000,4608.751,4609.651,4608.751,4608.836,50800
1648686420000,4608.351,4608.751,4607.854,4608.639,69700
1648686480000,4608.842,4609.348,4608.139,4609.348,92620
1648686540000,4609.636,4609.899,4609.351,4609.636,41380
1648686600000,4609.697,4610.351,4609.351,4610.154,55760
1648686660000,4610.14,4613.899,4609.848,4613.642,161440
1648686720000,4613.851,4613.851,4611.639,4611.842,142040
1648686780000,4612.036,4612.345,4611.651,4612.336,82260
1648686840000,4612.699,4612.699,4612.154,4612.351,14380
1648686900000,4612.651,4612.651,4611.639,4611.836,50800
1648686960000,4612.139,4612.399,4611.836,4612.151,68760
1648687020000,4612.336,4612.648,4612.133,4612.348,37300
1648687080000,4612.651,4612.699,4612.336,4612.651,28320
1648687140000,4612.637,4614.651,4612.345,4614.633,83640
1648687200000,4614.842,4616.651,4614.348,4616.342,115600
1648687260000,4616.599,4618.851,4616.542,4618.354,207280
1648687320000,4618.343,4618.848,4616.699,4618.345,145680
1648687380000,4618.34,4619.399,4617.639,4618.342,153720
1648687440000,4618.334,4618.699,4617.636,4617.699,104300
1648687500000,4617.799,4617.854,4616.651,4616.845,142040
1648687560000,4617.045,4617.352,4616.633,4616.633,126280
1648687620000,4616.899,4616.899,4616.633,4616.648,39560
1648687680000,4616.854,4616.854,4616.139,4616.139,73720
1648687740000,4616.134,4616.854,4615.839,4616.845,25620
1648687800000,4616.837,4617.399,4616.633,4616.636,88540
1648687860000,4616.739,4616.854,4616.351,4616.845,51240
1648687920000,4617.148,4618.197,4616.651,4617.654,81820
1648687980000,4617.842,4618.145,4617.351,4617.799,91680
1648688040000,4617.752,4617.752,4617.136,4617.545,142920
1648688100000,4617.699,4617.854,4617.133,4617.699,130800
1648688160000,4617.839,4618.199,4617.354,4617.354,48980
1648688220000,4617.331,4617.542,4617.142,4617.154,40440
1648688280000,4617.348,4617.642,4617.136,4617.342,62480
1648688340000,4617.648,4617.899,4617.333,4617.899,80940
1648688400000,4617.742,4618.354,4617.636,4617.839,76420
1648688460000,4618.142,4618.654,4617.833,4618.048,87220
1648688520000,4618.145,4618.654,4618.145,4618.342,48100
1648688580000,4618.645,4618.646,4617.899,4618.042,67880
1648688640000,4618.139,4618.197,4617.399,4617.399,42700
1648688700000,4617.645,4617.654,4617.148,4617.148,17080
1648688760000,4617.134,4617.134,4616.354,4616.833,45400
1648688820000,4616.742,4616.839,4615.836,4616.145,31020
1648688880000,4616.336,4616.654,4616.139,4616.148,31020
1648688940000,4616.197,4616.197,4615.636,4616.142,24740
1648689000000,4616.351,4616.351,4614.833,4615.154,43140
1648689060000,4615.233,4615.399,4615.136,4615.348,27880
1648689120000,4615.639,4616.04,4615.339,4615.845,62480
1648689180000,4615.897,4616.351,4615.636,4616.351,67880
1648689240000,4616.334,4616.334,4615.839,4615.839,72340
1648689300000,4616.133,4616.145,4615.645,4615.839,54820
1648689360000,4616.199,4616.348,4615.833,4615.851,48540
1648689420000,4616.139,4616.199,4615.642,4615.642,68760
1648689480000,4615.845,4616.046,4615.345,4615.633,33720
1648689540000,4615.836,4616.199,4615.836,4615.842,39560
1648689600000,4615.84,4615.84,4615.345,4615.345,6280
1648689660000,4615.651,4616.136,4615.642,4616.136,42260
1648689720000,4616.146,4616.154,4615.633,4615.899,39560
1648689780000,4616.145,4616.151,4615.645,4615.645,11680
1648689840000,4615.748,4615.851,4615.154,4615.348,56640
1648689900000,4615.645,4615.645,4615.148,4615.348,20220
1648689960000,4615.648,4615.842,4615.339,4615.836,58900
1648690020000,4615.852,4615.854,4615.154,4615.154,74600
1648690080000,4615.236,4615.848,4615.139,4615.842,55320
1648690140000,4616.151,4616.654,4616.133,4616.339,50360
1648690200000,4616.331,4616.354,4615.645,4615.848,79120
1648690260000,4615.837,4616.199,4615.342,4616.142,216640
1648690320000,4616.299,4616.654,4616.145,4616.345,187500
1648690380000,4616.331,4616.848,4615.836,4616.633,79560
1648690440000,4616.854,4617.654,4616.733,4617.354,67000
1648690500000,4617.636,4617.699,4617.333,4617.333,25620
1648690560000,4617.654,4617.654,4616.136,4616.339,48100
1648690620000,4616.699,4616.699,4615.333,4615.333,80440
1648690680000,4615.34,4615.399,4615.133,4615.133,73280
1648690740000,4615.354,4615.354,4615.139,4615.336,31020
1648690800000,4615.349,4615.349,4614.854,4614.854,14820
1648690860000,4615.142,4615.397,4614.639,4614.899,78680
1648690920000,4615.151,4615.151,4614.639,4614.639,14820
1648690980000,4614.845,4615.654,4614.842,4615.651,38240
1648691040000,4615.848,4615.899,4614.845,4615.151,39120
1648691100000,4615.339,4615.351,4614.833,4615.148,80000
1648691160000,4615.048,4615.048,4614.633,4614.639,51680
1648691220000,4614.854,4615.342,4614.836,4615.333,53060
1648691280000,4615.551,4616.154,4615.136,4615.633,83640
1648691340000,4615.631,4615.651,4615.154,4615.333,74160
1648691400000,4615.34,4616.399,4615.133,4616.345,65680
1648691460000,4616.346,4616.346,4615.636,4615.636,75480
1648691520000,4615.736,4616.199,4615.651,4615.851,48100
1648691580000,4615.846,4615.899,4615.642,4615.654,81820
1648691640000,4615.643,4615.654,4615.148,4615.399,31020
1648691700000,4615.349,4615.351,4615.142,4615.151,40000
1648691760000,4615.137,4615.348,4614.848,4615.133,25620
1648691820000,4614.854,4615.199,4614.833,4615.054,51240
1648691880000,4615.052,4615.146,4614.833,4614.839,48100
1648691940000,4615.033,4615.649,4614.839,4615.351,118240
1648692000000,4615.337,4615.397,4614.839,4615.154,55760
1648692060000,4615.354,4615.399,4614.699,4614.699,62920.00000000001
1648692120000,4614.745,4615.142,4614.642,4615.142,27880
1648692180000,4615.137,4615.137,4613.836,4613.836,77740
1648692240000,4614.151,4614.351,4613.336,4613.642,53940
1648692300000,4613.842,4614.054,4613.333,4613.336,71020
1648692360000,4613.639,4614.149,4613.333,4613.842,82700
1648692420000,4614.045,4614.699,4613.845,4614.699,30140
1648692480000,4614.733,4614.854,4613.642,4613.651,65180
1648692540000,4613.833,4614.397,4613.833,4614.339,134000
1648692600000,4614.648,4614.651,4614.648,4614.651,5400
1648692660000,4614.631,4614.699,4614.148,4614.645,55760
1648692720000,4614.833,4614.897,4614.351,4614.648,39560
1648692780000,4614.697,4614.899,4614.639,4614.899,11680
1648692840000,4615.133,4615.133,4615.133,4615.133,2700
1648692900000,4615.248,4615.342,4615.239,4615.336,10800
1648692960000,4615.349,4615.399,4614.848,4614.848,40440
