time,open,high,low,close,Volume
2020-07-01T00:00:00-04:00,3095.437,3096.5,3094.2,3095.655,179980.0
2020-07-01T00:05:00-04:00,3095.655,3095.9,3094.443,3094.7,164750.0
2020-07-01T00:10:00-04:00,3094.955,3096.0,3094.934,3095.7,122400.0
2020-07-01T00:15:00-04:00,3095.9,3096.155,3095.637,3095.652,71480.0
2020-07-01T00:20:00-04:00,3095.946,3096.2,3095.446,3095.955,114170.0
2020-07-01T00:25:00-04:00,3095.955,3095.955,3094.549,3094.652,163210.0
2020-07-01T00:30:00-04:00,3094.643,3095.155,3094.449,3094.646,110720.0
2020-07-01T00:35:00-04:00,3094.64,3095.155,3093.549,3093.946,176650.0
2020-07-01T00:40:00-04:00,3093.943,3094.5,3092.946,3094.434,179300.0
2020-07-01T00:45:00-04:00,3094.146,3094.2,3092.64,3092.7,162040.0
2020-07-01T00:50:00-04:00,3092.634,3093.2,3091.646,3091.646,125390.0
2020-07-01T00:55:00-04:00,3091.949,3092.7,3091.64,3092.146,159480.0
2020-07-01T01:00:00-04:00,3092.452,3092.455,3090.646,3092.44,297200.0
2020-07-01T01:05:00-04:00,3092.537,3093.149,3091.443,3091.649,275870.0
2020-07-01T01:10:00-04:00,3091.64,3091.955,3090.146,3090.437,317390.0
2020-07-01T01:15:00-04:00,3090.437,3090.952,3085.149,3085.449,501220.0
2020-07-01T01:20:00-04:00,3085.7,3087.2,3085.646,3087.149,525290.0
2020-07-01T01:25:00-04:00,3087.4,3088.455,3086.946,3087.449,406130.0
2020-07-01T01:30:00-04:00,3087.646,3088.5,3086.44,3087.943,204360.0
2020-07-01T01:35:00-04:00,3087.943,3088.155,3087.149,3087.452,333080.0
2020-07-01T01:40:00-04:00,3087.437,3087.652,3086.155,3086.455,218970.0
2020-07-01T01:45:00-04:00,3086.637,3087.155,3084.149,3085.0,268690.0
2020-07-01T01:50:00-04:00,3084.946,3085.946,3082.949,3085.946,320750.0
2020-07-01T01:55:00-04:00,3086.437,3086.955,3085.043,3086.652,448760.0
2020-07-01T02:00:00-04:00,3086.446,3086.652,3083.134,3083.649,354840.0
2020-07-01T02:05:00-04:00,3083.637,3084.652,3082.955,3083.652,296830.0
2020-07-01T02:10:00-04:00,3083.652,3086.952,3083.5,3086.952,237000.0
2020-07-01T02:15:00-04:00,3086.937,3087.5,3085.64,3086.5,123850.0
2020-07-01T02:20:00-04:00,3086.652,3087.5,3086.14,3087.437,102550.0
2020-07-01T02:25:00-04:00,3087.534,3090.652,3087.149,3090.152,278060.0
2020-07-01T02:30:00-04:00,3090.437,3091.452,3089.452,3089.952,166570.0
2020-07-01T02:35:00-04:00,3089.952,3091.152,3089.437,3090.7,80050.0
2020-07-01T02:40:00-04:00,3090.943,3091.452,3089.949,3091.452,182660.0
2020-07-01T02:45:00-04:00,3091.643,3094.655,3091.643,3093.2,160960.0
2020-07-01T02:50:00-04:00,3093.452,3094.2,3093.452,3094.137,47160.0
2020-07-01T02:55:00-04:00,3094.5,3094.943,3093.949,3094.152,98480.0
2020-07-01T03:00:00-04:00,3094.449,3094.649,3093.449,3093.952,108900.0
2020-07-01T03:05:00-04:00,3093.952,3093.952,3091.6,3091.955,194280.0
2020-07-01T03:10:00-04:00,3092.137,3092.946,3091.5,3092.152,95800.0
2020-07-01T03:15:00-04:00,3092.455,3095.0,3091.649,3093.2,182720.0
2020-07-01T03:20:00-04:00,3093.449,3098.7,3093.44,3097.7,278890.0
2020-07-01T03:25:00-04:00,3097.952,3098.155,3096.64,3098.155,187530.0
2020-07-01T03:30:00-04:00,3098.449,3101.446,3096.637,3100.937,252230.0
2020-07-01T03:35:00-04:00,3100.934,3101.2,3097.943,3097.955,156710.0
2020-07-01T03:40:00-04:00,3098.134,3099.649,3096.643,3096.955,141450.0
2020-07-01T03:45:00-04:00,3097.14,3097.7,3096.455,3096.943,87170.0
2020-07-01T03:50:00-04:00,3096.943,3097.952,3096.5,3097.443,134760.0
2020-07-01T03:55:00-04:00,3097.64,3097.952,3096.646,3097.952,86490.0
2020-07-01T04:00:00-04:00,3097.443,3099.155,3096.146,3099.155,113030.0
2020-07-01T04:05:00-04:00,3099.434,3101.455,3098.655,3098.949,181150.0
2020-07-01T04:10:00-04:00,3098.643,3100.455,3098.643,3099.343,198350.0
2020-07-01T04:15:00-04:00,3099.437,3099.446,3094.652,3095.44,162010.0
2020-07-01T04:20:00-04:00,3095.649,3096.649,3094.949,3096.649,140400.0
2020-07-01T04:25:00-04:00,3096.649,3096.649,3093.649,3095.452,213270.0
2020-07-01T04:30:00-04:00,3095.646,3096.649,3094.6,3096.143,151190.0
2020-07-01T04:35:00-04:00,3095.955,3096.455,3094.837,3095.646,82670.0
2020-07-01T04:40:00-04:00,3095.952,3096.2,3094.137,3094.946,136640.0
2020-07-01T04:45:00-04:00,3094.643,3095.5,3094.155,3094.952,109670.0
2020-07-01T04:50:00-04:00,3094.937,3096.149,3094.649,3095.64,55760.0
2020-07-01T04:55:00-04:00,3095.943,3097.2,3095.943,3096.449,71910.0
2020-07-01T05:00:00-04:00,3096.634,3098.5,3096.634,3098.0,80820.0
2020-07-01T05:05:00-04:00,3098.2,3099.452,3097.946,3098.952,121660.0
2020-07-01T05:10:00-04:00,3099.143,3100.149,3099.143,3099.449,38220.0
2020-07-01T05:15:00-04:00,3099.646,3099.952,3099.152,3099.949,34060.0
2020-07-01T05:20:00-04:00,3100.152,3101.5,3100.1,3100.146,56530.0
2020-07-01T05:25:00-04:00,3100.14,3103.0,3099.955,3102.64,130320.0
2020-07-01T05:30:00-04:00,3102.946,3103.449,3099.14,3099.443,512010.0
2020-07-01T05:35:00-04:00,3099.443,3099.955,3097.146,3099.446,311720.0
2020-07-01T05:40:00-04:00,3098.955,3098.955,3091.655,3092.655,653430.0
2020-07-01T05:45:00-04:00,3092.655,3092.655,3088.434,3090.646,582810.0
2020-07-01T05:50:00-04:00,3091.0,3093.44,3090.94,3093.44,335450.0
2020-07-01T05:55:00-04:00,3093.44,3093.646,3089.455,3089.946,458870.0
2020-07-01T06:00:00-04:00,3089.946,3092.452,3088.649,3092.152,453660.0
2020-07-01T06:05:00-04:00,3092.452,3095.643,3090.852,3094.646,366460.0
2020-07-01T06:10:00-04:00,3094.946,3096.0,3093.443,3094.446,193450.0
2020-07-01T06:15:00-04:00,3094.446,3096.155,3092.949,3095.146,312490.0
2020-07-01T06:20:00-04:00,3094.943,3095.155,3092.0,3092.7,307620.0
2020-07-01T06:25:00-04:00,3092.937,3093.652,3091.949,3092.0,265790.0
2020-07-01T06:30:00-04:00,3092.146,3094.7,3091.7,3094.2,338010.0
2020-07-01T06:35:00-04:00,3094.449,3094.455,3083.955,3087.0,621490.0
2020-07-01T06:40:00-04:00,3087.149,3087.643,3084.634,3086.652,421420.0
2020-07-01T06:45:00-04:00,3086.652,3087.949,3085.634,3086.955,357370.0
2020-07-01T06:50:00-04:00,3086.955,3087.452,3080.146,3080.955,518020.0
2020-07-01T06:55:00-04:00,3080.637,3083.655,3080.155,3083.149,574150.0
2020-07-01T07:00:00-04:00,3083.434,3083.5,3076.437,3077.455,518270.0
2020-07-01T07:05:00-04:00,3077.646,3078.5,3076.443,3078.137,703080.0
2020-07-01T07:10:00-04:00,3078.449,3081.7,3077.655,3080.446,548750.0
2020-07-01T07:15:00-04:00,3080.637,3083.2,3080.637,3080.94,462230.0
2020-07-01T07:20:00-04:00,3081.134,3082.146,3080.437,3080.94,342080.0
2020-07-01T07:25:00-04:00,3080.934,3081.449,3079.146,3080.949,272820.0
2020-07-01T07:30:00-04:00,3080.934,3081.0,3073.143,3073.643,313260.0
2020-07-01T07:35:00-04:00,3074.0,3076.0,3072.943,3075.646,494810.0
2020-07-01T07:40:00-04:00,3075.646,3076.952,3073.446,3076.446,444200.0
2020-07-01T07:45:00-04:00,3076.343,3077.149,3075.143,3075.146,403790.0
2020-07-01T07:50:00-04:00,3075.14,3080.446,3074.943,3080.355,373520.0
2020-07-01T07:55:00-04:00,3080.146,3080.949,3078.643,3080.0,328700.0
2020-07-01T08:00:00-04:00,3079.946,3080.652,3078.655,3080.0,347690.0
2020-07-01T08:05:00-04:00,3079.846,3080.5,3078.437,3079.446,238390.0
2020-07-01T08:10:00-04:00,3079.446,3082.149,3078.449,3081.149,266560.0
2020-07-01T08:15:00-04:00,3081.349,3082.0,3079.449,3081.155,561050.0
2020-07-01T08:20:00-04:00,3081.155,3086.2,3080.7,3085.655,489910.0
2020-07-01T08:25:00-04:00,3085.934,3086.5,3084.64,3086.143,235430.0
2020-07-01T08:30:00-04:00,3086.14,3089.649,3085.44,3088.455,307280.0
2020-07-01T08:35:00-04:00,3088.646,3094.155,3088.44,3091.952,355210.0
