timestamp,open,high,low,close,volume
1780876800000,7390.036,7391.142,7386.551,7386.848,173700
1780876860000,7387.048,7392.233,7385.645,7392.233,154800
1780876920000,7392.145,7393.199,7391.299,7393.199,165600
1780876980000,7393.251,7395.845,7392.554,7395.548,136800
1780877040000,7395.736,7397.054,7395.239,7396.699,99000
1780877100000,7396.799,7396.799,7393.733,7393.751,130500
1780877160000,7393.854,7396.299,7393.551,7394.151,146700
1780877220000,7393.645,7394.699,7392.633,7394.154,152100
1780877280000,7394.099,7395.548,7393.145,7393.348,112500
1780877340000,7393.199,7395.399,7393.133,7395.033,112500
1780877400000,7394.839,7394.839,7389.345,7389.654,127800
1780877460000,7389.551,7393.154,7389.551,7392.354,115200
1780877520000,7392.239,7394.839,7392.239,7393.154,117000
1780877580000,7393.045,7394.142,7392.133,7392.245,86400
1780877640000,7392.139,7396.699,7391.839,7396.342,106200
1780877700000,7396.533,7396.533,7394.342,7395.845,126900.00000000001
1780877760000,7396.199,7399.342,7396.199,7398.348,117000
1780877820000,7398.236,7399.651,7398.142,7399.145,87300
1780877880000,7399.636,7400.851,7399.299,7400.745,58500
1780877940000,7400.642,7400.754,7397.199,7398.339,104400
1780878000000,7398.633,7400.551,7398.633,7399.845,85500
1780878060000,7400.342,7401.654,7398.845,7398.845,89100
1780878120000,7398.645,7400.354,7398.639,7400.151,90900
1780878180000,7400.248,7401.342,7399.636,7401.239,62100
1780878240000,7401.148,7402.142,7399.848,7400.039,60300
1780878300000,7399.836,7401.654,7399.154,7400.648,88200
1780878360000,7400.733,7404.299,7400.642,7403.639,105300
1780878420000,7403.739,7405.151,7403.654,7404.648,49500
1780878480000,7404.545,7405.651,7404.136,7404.842,74700
1780878540000,7404.633,7405.045,7403.848,7404.651,55800
1780878600000,7404.839,7406.651,7404.554,7406.154,71100
1780878660000,7406.033,7407.854,7405.845,7406.645,72900
1780878720000,7406.533,7406.899,7405.136,7405.842,96300
1780878780000,7405.699,7406.151,7403.839,7405.139,104400
1780878840000,7404.854,7405.836,7404.042,7404.748,111600
1780878900000,7404.851,7406.839,7404.633,7406.133,101700
1780878960000,7406.239,7408.699,7405.836,7408.342,101700
1780879020000,7408.636,7411.351,7408.339,7410.733,110700
1780879080000,7410.845,7411.854,7410.399,7411.339,94500
1780879140000,7411.254,7412.645,7410.845,7412.133,36000
1780879200000,7412.351,7412.699,7410.648,7410.648,79200
1780879260000,7410.733,7410.733,7402.333,7407.899,135900
1780879320000,7407.639,7409.599,7406.751,7409.036,118800
1780879380000,7408.854,7409.254,7407.336,7407.854,98100
1780879440000,7408.148,7408.148,7405.236,7405.839,107100
1780879500000,7406.199,7406.199,7403.345,7403.351,134100
1780879560000,7403.536,7405.648,7402.651,7404.854,129600
1780879620000,7405.145,7405.254,7403.699,7403.851,98100
1780879680000,7403.742,7404.148,7401.148,7403.154,127800
1780879740000,7403.236,7407.251,7403.199,7405.554,141300
1780879800000,7405.354,7406.133,7404.351,7404.851,124200
1780879860000,7404.751,7405.636,7403.245,7403.639,128700.00000000001
1780879920000,7403.736,7403.833,7401.142,7402.348,121500
1780879980000,7402.251,7402.851,7401.148,7401.845,127800
1780880040000,7402.033,7402.151,7400.848,7401.139,106200
1780880100000,7401.036,7401.199,7397.599,7398.348,115200
1780880160000,7398.699,7398.854,7396.842,7397.699,128700.00000000001
1780880220000,7397.548,7401.236,7396.345,7400.654,102600
1780880280000,7400.745,7404.133,7400.136,7403.351,128700.00000000001
1780880340000,7403.542,7405.654,7402.851,7405.233,116100
1780880400000,7405.142,7407.833,7401.839,7404.899,151200
1780880460000,7404.799,7406.251,7403.142,7404.654,156600
1780880520000,7404.754,7407.339,7404.342,7406.742,145800
1780880580000,7406.651,7407.339,7404.733,7406.133,123300
1780880640000,7405.842,7407.545,7405.533,7405.839,121500
1780880700000,7405.745,7405.745,7402.699,7404.554,143100
1780880760000,7404.648,7406.399,7403.836,7405.054,144900
1780880820000,7404.839,7407.699,7402.333,7407.539,157500
1780880880000,7407.654,7408.345,7405.736,7408.139,132300
1780880940000,7407.839,7408.651,7404.733,7405.354,115200
1780881000000,7404.733,7405.739,7400.139,7400.639,172800
1780881060000,7400.536,7401.354,7399.333,7400.333,160200
1780881120000,7400.233,7402.154,7398.399,7400.145,162900
1780881180000,7400.251,7404.848,7399.651,7404.651,146700
1780881240000,7404.539,7405.254,7395.742,7395.742,172800
1780881300000,7396.336,7396.833,7387.851,7393.342,221400
1780881360000,7394.154,7396.145,7391.048,7391.339,177300
1780881420000,7391.542,7393.199,7389.533,7392.133,174600
1780881480000,7392.248,7395.639,7390.536,7392.754,175500
1780881540000,7392.533,7392.545,7388.351,7389.639,174600
1780881600000,7389.136,7390.242,7386.845,7389.339,200700
1780881660000,7389.548,7393.639,7388.151,7392.545,217800
