timestamp,open,high,low,close,volume
1756166400000,23429.386,23431.089,23425.843,23428.864,15570
1756166460000,23429.389,23435.699,23429.232,23434.286,18360
1756166520000,23434.408,23434.776,23430.742,23433.254,14310
1756166580000,23433.331,23433.989,23344.786,23394.954,26190
1756166640000,23395.399,23408.754,23387.809,23398.832,31950
1756166700000,23396.821,23421.819,23383.276,23419.919,31320
1756166760000,23420.697,23427.421,23408.476,23415.187,29700
1756166820000,23413.009,23420.389,23400.254,23401.632,25470
1756166880000,23401.653,23412.175,23398.297,23406.664,27810
1756166940000,23406.843,23413.765,23404.342,23412.275,25020
1756167000000,23412.431,23420.519,23412.232,23415.953,24930
1756167060000,23415.41,23419.432,23407.508,23407.508,25110
1756167120000,23407.32,23416.342,23402.865,23404.164,21960
1756167180000,23403.887,23413.387,23400.354,23411.465,24210
1756167240000,23411.643,23417.099,23409.21,23416.654,22410
1756167300000,23416.508,23428.219,23410.643,23426.243,27540
1756167360000,23426.943,23436.197,23421.309,23434.332,24570
1756167420000,23434.189,23441.721,23429.686,23437.843,25200
1756167480000,23438.12,23440.42,23429.243,23429.31,21780
1756167540000,23428.808,23432.92,23420.187,23420.708,23400
1756167600000,23419.842,23422.797,23407.632,23411.154,25470
1756167660000,23411.31,23417.589,23407.653,23413.475,20520
1756167720000,23413.32,23414.499,23407.831,23407.876,19080
1756167780000,23407.997,23409.697,23401.131,23401.621,24840
1756167840000,23401.332,23408.719,23399.32,23402.865,21780
1756167900000,23402.397,23403.409,23394.232,23398.519,19980
1756167960000,23398.219,23402.997,23397.431,23400.142,18630
1756168020000,23400.332,23400.686,23389.876,23390.787,22140
1756168080000,23391.175,23397.786,23391.165,23392.189,21690
1756168140000,23391.853,23393.989,23390.954,23392.964,15570
1756168200000,23393.22,23409.099,23393.22,23405.62,23310
1756168260000,23406.131,23407.11,23366.31,23380.91,28710
1756168320000,23382.476,23388.489,23367.41,23380.932,28080
1756168380000,23381.287,23395.743,23366.654,23391.942,31950
1756168440000,23391.875,23406.642,23383.431,23390.332,28530
1756168500000,23390.009,23394.275,23374.42,23375.12,26910
1756168560000,23374.932,23377.019,23367.998,23371.254,25380
1756168620000,23371.409,23373.198,23362.62,23371.921,25740
1756168680000,23371.92,23371.92,23359.632,23363.332,26010
1756168740000,23362.843,23364.153,23354.832,23360.297,25200
1756168800000,23362.165,23362.165,23331.61,23344.709,28440
1756168860000,23344.464,23348.987,23338.886,23340.42,26640
1756168920000,23339.932,23340.876,23314.61,23314.61,30690
1756168980000,23313.743,23322.099,23313.743,23318.264,27720
1756169040000,23316.421,23327.232,23308.831,23320.409,29610
1756169100000,23321.176,23329.309,23308.919,23309.209,27900
1756169160000,23310.686,23323.443,23309.121,23314.375,28080
1756169220000,23314.899,23321.689,23304.654,23308.631,28980
1756169280000,23308.342,23323.599,23306.497,23322.776,28170
1756169340000,23322.509,23326.189,23318.365,23324.298,24570
1756169400000,23323.709,23337.689,23323.121,23332.943,28350
1756169460000,23333.009,23341.132,23332.721,23339.675,27540
1756169520000,23339.621,23341.989,23334.221,23334.321,25290
1756169580000,23334.442,23339.364,23331.942,23332.265,23130
1756169640000,23332.253,23339.153,23329.131,23337.32,22050
1756169700000,23337.219,23348.298,23336.353,23344.453,26640
1756169760000,23344.321,23350.999,23342.32,23350.142,25470
1756169820000,23350.275,23351.253,23342.621,23344.787,22410
1756169880000,23345.176,23350.621,23345.176,23350.342,21960
1756169940000,23350.486,23351.753,23348.908,23350.375,17370
1756170000000,23350.365,23350.687,23343.642,23344.798,21600
1756170060000,23344.889,23354.82,23343.365,23354.398,21150
1756170120000,23354.497,23367.286,23354.397,23364.143,26190
1756170180000,23363.986,23369.276,23363.886,23367.11,22050
1756170240000,23366.765,23372.099,23365.61,23369.431,18270
1756170300000,23370.31,23372.719,23364.465,23369.198,19440
1756170360000,23369.364,23379.165,23369.286,23374.453,22230
