timestamp,open,high,low,close,volume
1642978800000,14421.029,14423.729,14389.279,14419.639,175274
1642978860000,14419.657,14430.299,14398.649,14429.739,166690
1642978920000,14429.727,14455.587,14417.789,14444.189,181834
1642978980000,14444.147,14461.399,14442.629,14460.389,152360
1642979040000,14460.149,14464.489,14446.089,14451.889,123208
1642979100000,14452.097,14452.097,14437.349,14447.097,154598
1642979160000,14446.789,14461.909,14442.419,14457.609,118976
1642979220000,14457.629,14486.587,14456.869,14485.809,158530
1642979280000,14485.789,14486.389,14475.729,14480.589,130800
1642979340000,14480.317,14485.899,14478.489,14485.289,77746
1642979400000,14485.307,14495.319,14474.789,14481.189,156548
1642979460000,14481.117,14482.067,14460.659,14473.769,132976
1642979520000,14473.767,14494.889,14473.209,14481.279,133992
1642979580000,14481.267,14492.589,14480.829,14485.789,104202
1642979640000,14486.189,14498.487,14486.099,14493.049,121204
1642979700000,14493.107,14509.997,14492.419,14509.119,137258
1642979760000,14509.207,14510.287,14505.269,14509.709,92094
1642979820000,14509.757,14518.829,14503.549,14504.639,141400
1642979880000,14504.647,14522.887,14504.019,14521.179,112658
1642979940000,14521.127,14536.109,14520.349,14535.089,126362
1642980000000,14535.057,14535.887,14524.839,14533.659,131492
1642980060000,14533.647,14543.499,14533.339,14538.409,129586
1642980120000,14538.587,14539.789,14531.399,14537.119,109676
1642980180000,14537.187,14537.187,14530.369,14532.799,91096
1642980240000,14531.779,14539.909,14531.239,14534.889,106694
1642980300000,14535.149,14538.889,14518.829,14527.189,97142
1642980360000,14527.147,14527.147,14513.629,14513.849,141728
1642980420000,14514.399,14526.289,14511.999,14524.779,124620
1642980480000,14524.747,14534.099,14516.639,14533.679,124310
1642980540000,14534.779,14536.499,14518.229,14519.627,114270
1642980600000,14519.019,14525.359,14503.149,14507.809,129964
1642980660000,14507.767,14517.297,14506.139,14516.389,121142
1642980720000,14516.569,14526.389,14510.239,14513.079,126276
1642980780000,14513.017,14524.369,14511.889,14520.899,109720
1642980840000,14520.847,14537.119,14519.189,14527.787,134232
1642980900000,14526.299,14536.717,14526.299,14536.679,116020
