time,open,high,low,close,Volume
2026-06-09T00:00:00-04:00,29542.261,29548.279,29531.414,29533.029,15774.0
2026-06-09T00:03:00-04:00,29533.044,29541.088,29532.231,29537.099,17820.0
2026-06-09T00:06:00-04:00,29537.399,29555.279,29529.772,29554.305,16544.0
2026-06-09T00:09:00-04:00,29554.186,29571.283,29554.186,29569.522,16632.0
2026-06-09T00:12:00-04:00,29569.675,29572.529,29563.033,29563.327,14674.0
2026-06-09T00:15:00-04:00,29563.544,29579.925,29558.511,29576.219,17358.0
2026-06-09T00:18:00-04:00,29576.261,29583.779,29573.164,29578.783,16742.0
2026-06-09T00:21:00-04:00,29579.664,29581.686,29566.392,29570.099,15906.0
2026-06-09T00:24:00-04:00,29569.816,29583.25,29568.779,29573.175,16610.0
2026-06-09T00:27:00-04:00,29574.033,29577.544,29562.529,29572.197,15422.0
2026-06-09T00:30:00-04:00,29572.077,29573.631,29559.522,29565.903,18370.0
2026-06-09T00:33:00-04:00,29567.149,29583.566,29565.219,29577.392,16368.0
2026-06-09T00:36:00-04:00,29577.164,29590.055,29577.055,29584.327,16434.0
2026-06-09T00:39:00-04:00,29584.011,29589.899,29577.97,29589.522,16808.0
2026-06-09T00:42:00-04:00,29589.077,29591.577,29576.131,29579.327,16632.0
2026-06-09T00:45:00-04:00,29579.033,29584.947,29574.779,29579.529,16566.0
2026-06-09T00:48:00-04:00,29579.544,29581.529,29575.588,29576.392,16170.0
2026-06-09T00:51:00-04:00,29576.294,29577.529,29565.631,29568.469,15642.0
2026-06-09T00:54:00-04:00,29568.936,29576.197,29566.903,29568.892,15070.0
2026-06-09T00:57:00-04:00,29569.077,29570.566,29561.686,29564.544,13772.0
2026-06-09T01:00:00-04:00,29564.708,29568.664,29554.153,29568.577,16566.0
2026-06-09T01:03:00-04:00,29568.708,29586.899,29567.197,29580.349,17182.0
2026-06-09T01:06:00-04:00,29580.399,29583.849,29564.261,29566.25,16962.0
2026-06-09T01:09:00-04:00,29566.577,29572.327,29557.338,29570.653,17512.0
2026-06-09T01:12:00-04:00,29570.566,29572.719,29563.5,29567.708,15378.0
2026-06-09T01:15:00-04:00,29567.779,29569.149,29559.914,29567.881,16324.0
2026-06-09T01:18:00-04:00,29568.219,29575.794,29566.37,29569.969,16764.0
2026-06-09T01:21:00-04:00,29569.719,29572.436,29555.033,29570.816,19668.0
2026-06-09T01:24:00-04:00,29571.529,29580.131,29568.925,29576.029,18942.0
2026-06-09T01:27:00-04:00,29575.958,29576.827,29550.036,29553.164,16478.0
2026-06-09T01:30:00-04:00,29553.327,29598.779,29552.936,29592.566,23650.0
2026-06-09T01:33:00-04:00,29592.186,29595.029,29580.642,29589.283,21054.0
2026-06-09T01:36:00-04:00,29589.381,29589.75,29574.75,29580.881,19624.0
2026-06-09T01:39:00-04:00,29580.675,29590.029,29580.208,29589.555,18062.0
2026-06-09T01:42:00-04:00,29589.414,29608.279,29584.881,29589.338,18546.0
2026-06-09T01:45:00-04:00,29589.392,29603.469,29587.708,29602.649,17380.0
2026-06-09T01:48:00-04:00,29602.327,29612.164,29593.338,29600.653,15642.0
2026-06-09T01:51:00-04:00,29600.555,29604.779,29593.75,29595.392,17270.0
2026-06-09T01:54:00-04:00,29595.533,29596.279,29577.544,29582.077,19954.0
2026-06-09T01:57:00-04:00,29581.794,29598.958,29578.838,29594.838,18920.0
2026-06-09T02:00:00-04:00,29594.903,29604.279,29586.664,29600.044,43050.0
2026-06-09T02:03:00-04:00,29599.914,29609.279,29596.675,29609.0,41895.0
2026-06-09T02:06:00-04:00,29609.399,29617.153,29602.37,29612.349,40860.0
2026-06-09T02:09:00-04:00,29614.783,29618.279,29605.947,29617.881,40185.0
2026-06-09T02:12:00-04:00,29617.794,29620.436,29608.805,29617.283,36360.0
2026-06-09T02:15:00-04:00,29617.12,29635.599,29614.261,29634.529,33750.0
2026-06-09T02:18:00-04:00,29633.631,29634.969,29614.566,29621.5,36765.0
2026-06-09T02:21:00-04:00,29621.849,29629.892,29621.511,29627.588,31680.0
2026-06-09T02:24:00-04:00,29627.272,29629.011,29605.414,29608.044,35415.0
2026-06-09T02:27:00-04:00,29607.577,29613.969,29594.75,29596.425,39195.0
2026-06-09T02:30:00-04:00,29596.338,29604.338,29585.175,29588.794,40725.0
2026-06-09T02:33:00-04:00,29588.653,29605.37,29587.936,29599.708,35865.0
2026-06-09T02:36:00-04:00,29599.599,29610.719,29595.066,29607.675,33975.0
2026-06-09T02:39:00-04:00,29607.75,29613.164,29600.631,29611.219,30915.0
2026-06-09T02:42:00-04:00,29611.631,29612.381,29590.033,29597.772,31860.0
2026-06-09T02:45:00-04:00,29597.903,29604.349,29588.436,29594.936,30375.0
2026-06-09T02:48:00-04:00,29596.425,29598.805,29576.544,29578.5,31140.0
2026-06-09T02:51:00-04:00,29579.197,29579.969,29567.425,29570.219,29610.0
2026-06-09T02:54:00-04:00,29570.529,29579.914,29562.272,29577.011,31815.0
2026-06-09T02:57:00-04:00,29576.936,29585.066,29571.675,29583.899,28575.0
2026-06-09T03:00:00-04:00,29580.142,29623.088,29578.558,29621.392,44730.0
2026-06-09T03:03:00-04:00,29621.197,29638.044,29620.175,29628.197,42345.0
2026-06-09T03:06:00-04:00,29628.283,29648.827,29628.033,29640.153,40275.0
2026-06-09T03:09:00-04:00,29640.903,29646.403,29634.75,29637.881,35370.0
2026-06-09T03:12:00-04:00,29637.25,29644.403,29606.033,29606.75,38385.0
2026-06-09T03:15:00-04:00,29607.066,29612.577,29593.066,29606.779,41805.0
2026-06-09T03:18:00-04:00,29606.849,29613.338,29599.381,29607.555,38925.0
2026-06-09T03:21:00-04:00,29607.414,29620.947,29602.642,29605.399,38745.0
2026-06-09T03:24:00-04:00,29605.958,29605.958,29568.186,29570.37,40770.0
2026-06-09T03:27:00-04:00,29570.399,29579.881,29560.719,29571.827,42120.0
2026-06-09T03:30:00-04:00,29572.779,29585.899,29569.381,29582.131,39960.0
2026-06-09T03:33:00-04:00,29581.719,29582.381,29557.925,29560.197,42390.0
2026-06-09T03:36:00-04:00,29559.816,29572.511,29547.783,29564.529,41355.0
2026-06-09T03:39:00-04:00,29563.772,29574.838,29560.761,29565.566,19260.0
2026-06-09T04:00:00-04:00,29549.261,29561.664,29527.805,29549.849,34020.0
2026-06-09T04:03:00-04:00,29549.881,29571.327,29538.425,29541.958,45675.0
2026-06-09T04:06:00-04:00,29542.675,29581.055,29540.338,29580.208,42750.0
2026-06-09T04:09:00-04:00,29579.025,29595.816,29575.153,29588.37,43110.0
2026-06-09T04:12:00-04:00,29588.142,29627.642,29584.958,29626.142,39150.0
2026-06-09T04:15:00-04:00,29625.642,29629.425,29604.808,29605.903,45720.0
2026-06-09T04:18:00-04:00,29606.131,29617.653,29602.242,29607.392,43425.0
2026-06-09T04:21:00-04:00,29607.544,29622.219,29598.272,29617.697,41850.0
2026-06-09T04:24:00-04:00,29617.772,29623.849,29611.022,29621.761,37980.0
2026-06-09T04:27:00-04:00,29621.37,29621.708,29620.75,29620.903,900.0
2026-06-09T04:30:00-04:00,29625.283,29634.529,29619.044,29631.631,29115.0
2026-06-09T04:33:00-04:00,29631.75,29632.029,29614.316,29618.066,33660.0
2026-06-09T04:36:00-04:00,29618.914,29627.827,29604.055,29627.642,34020.0
2026-06-09T04:39:00-04:00,29627.544,29641.544,29625.529,29630.142,34110.0
2026-06-09T04:42:00-04:00,29630.349,29645.149,29625.761,29638.37,35910.0
2026-06-09T04:45:00-04:00,29638.208,29646.219,29634.761,29641.914,31590.0
2026-06-09T04:48:00-04:00,29641.522,29641.522,29610.719,29613.219,30105.0
2026-06-09T04:51:00-04:00,29612.947,29618.899,29603.131,29603.62,29070.0
2026-06-09T04:54:00-04:00,29604.697,29607.631,29597.088,29602.305,29070.0
2026-06-09T04:57:00-04:00,29600.87,29606.436,29598.5,29601.261,27135.0
2026-06-09T05:00:00-04:00,29601.029,29624.077,29595.588,29615.022,33165.0
2026-06-09T05:03:00-04:00,29615.294,29618.719,29610.838,29616.272,28035.0
2026-06-09T05:06:00-04:00,29616.403,29617.066,29601.794,29605.066,27495.0
2026-06-09T05:09:00-04:00,29605.899,29629.066,29604.914,29629.066,27900.0
2026-06-09T05:12:00-04:00,29629.838,29630.149,29620.272,29626.827,26595.0
2026-06-09T05:15:00-04:00,29626.577,29633.029,29621.261,29622.5,30330.0
2026-06-09T05:18:00-04:00,29622.816,29631.719,29621.631,29630.349,23940.0
2026-06-09T05:21:00-04:00,29630.088,29633.066,29622.131,29630.283,25830.0
2026-06-09T05:24:00-04:00,29630.033,29634.131,29619.903,29631.827,27495.0
2026-06-09T05:27:00-04:00,29631.261,29650.577,29631.022,29645.5,29295.0
2026-06-09T05:30:00-04:00,29645.892,29647.099,29625.708,29630.392,31410.0
2026-06-09T05:33:00-04:00,29630.349,29631.055,29616.294,29622.197,29430.0
2026-06-09T05:36:00-04:00,29622.149,29639.555,29621.197,29639.175,23985.0
2026-06-09T05:39:00-04:00,29639.294,29642.838,29633.088,29639.279,25875.0
2026-06-09T05:42:00-04:00,29638.936,29642.566,29632.142,29636.708,23445.0
