time,open,high,low,close,Volume
2024-07-19T00:00:00-04:00,5557.273,5557.273,5556.517,5556.767,6700.0
2024-07-19T00:01:00-04:00,5556.577,5556.577,5556.014,5556.077,6700.0
2024-07-19T00:02:00-04:00,5556.282,5556.381,5556.026,5556.026,2680.0
2024-07-19T00:03:00-04:00,5556.273,5556.273,5555.767,5555.767,2010.0
2024-07-19T00:04:00-04:00,5555.511,5555.511,5555.282,5555.511,2010.0
2024-07-19T00:05:00-04:00,5555.779,5556.026,5555.511,5556.026,2680.0
2024-07-19T00:06:00-04:00,5556.327,5556.327,5556.077,5556.077,1340.0
2024-07-19T00:07:00-04:00,5556.273,5556.273,5556.273,5556.273,670.0
2024-07-19T00:08:00-04:00,5556.399,5556.577,5556.264,5556.577,2680.0
2024-07-19T00:09:00-04:00,5556.276,5556.526,5556.276,5556.276,2680.0
2024-07-19T00:10:00-04:00,5556.152,5556.267,5556.023,5556.267,2010.0
2024-07-19T00:11:00-04:00,5556.384,5556.511,5556.267,5556.511,3350.0
2024-07-19T00:12:00-04:00,5556.264,5556.264,5556.264,5556.264,670.0
2024-07-19T00:13:00-04:00,5556.023,5556.523,5556.023,5556.264,5360.0
2024-07-19T00:14:00-04:00,5556.39,5556.637,5556.27,5556.52,3350.0
2024-07-19T00:15:00-04:00,5556.637,5556.637,5556.523,5556.523,1340.0
2024-07-19T00:17:00-04:00,5556.27,5556.27,5556.27,5556.27,670.0
2024-07-19T00:18:00-04:00,5556.077,5556.52,5556.023,5556.152,4020.0
2024-07-19T00:19:00-04:00,5556.026,5556.026,5555.761,5555.761,1340.0
2024-07-19T00:20:00-04:00,5555.649,5556.023,5555.514,5556.023,4020.0
2024-07-19T00:21:00-04:00,5556.149,5556.149,5556.014,5556.014,1340.0
2024-07-19T00:23:00-04:00,5556.029,5556.029,5556.029,5556.029,670.0
2024-07-19T00:26:00-04:00,5555.782,5556.032,5555.782,5556.032,1340.0
2024-07-19T00:28:00-04:00,5556.152,5556.327,5556.152,5556.327,1340.0
2024-07-19T00:29:00-04:00,5556.523,5556.523,5556.029,5556.029,4020.0
2024-07-19T00:30:00-04:00,5556.327,5556.327,5555.782,5556.282,3350.0
2024-07-19T00:31:00-04:00,5556.526,5556.526,5556.526,5556.526,670.0
2024-07-19T00:32:00-04:00,5556.779,5557.029,5556.773,5557.02,4020.0
2024-07-19T00:33:00-04:00,5556.764,5557.282,5556.764,5557.282,6030.0
2024-07-19T00:34:00-04:00,5557.02,5557.27,5557.02,5557.27,1340.0
2024-07-19T00:35:00-04:00,5557.39,5557.577,5557.077,5557.077,4690.0
2024-07-19T00:36:00-04:00,5557.327,5557.327,5557.017,5557.017,2010.0
2024-07-19T00:37:00-04:00,5556.896,5556.896,5556.39,5556.514,7370.0
2024-07-19T00:38:00-04:00,5556.273,5556.697,5556.273,5556.697,3350.0
2024-07-19T00:39:00-04:00,5556.827,5556.827,5556.827,5556.827,670.0
2024-07-19T00:40:00-04:00,5556.899,5557.011,5556.77,5557.011,2010.0
2024-07-19T00:41:00-04:00,5557.282,5557.282,5557.02,5557.02,3350.0
2024-07-19T00:42:00-04:00,5557.273,5557.273,5557.273,5557.273,670.0
2024-07-19T00:43:00-04:00,5557.529,5557.529,5557.273,5557.517,3350.0
2024-07-19T00:44:00-04:00,5557.327,5557.532,5557.273,5557.393,4020.0
2024-07-19T00:45:00-04:00,5557.517,5557.532,5557.134,5557.282,4690.0
2024-07-19T00:46:00-04:00,5557.399,5557.514,5557.264,5557.327,4020.0
2024-07-19T00:47:00-04:00,5557.447,5557.529,5557.264,5557.511,4690.0
2024-07-19T00:48:00-04:00,5557.273,5557.273,5557.273,5557.273,670.0
2024-07-19T00:49:00-04:00,5557.026,5557.026,5556.773,5556.773,1340.0
2024-07-19T00:51:00-04:00,5557.011,5557.261,5557.011,5557.137,4020.0
2024-07-19T00:52:00-04:00,5557.327,5557.327,5556.761,5557.279,3350.0
2024-07-19T00:53:00-04:00,5557.523,5557.523,5557.282,5557.282,1340.0
2024-07-19T00:55:00-04:00,5557.032,5557.032,5556.77,5557.02,2010.0
2024-07-19T00:56:00-04:00,5556.767,5557.029,5556.767,5557.029,4690.0
2024-07-19T00:57:00-04:00,5557.267,5557.267,5557.267,5557.267,670.0
2024-07-19T01:00:00-04:00,5557.577,5557.577,5557.014,5557.014,4690.0
2024-07-19T01:01:00-04:00,5557.27,5557.279,5557.014,5557.279,6700.0
2024-07-19T01:02:00-04:00,5557.529,5557.529,5557.529,5557.529,670.0
2024-07-19T01:19:00-04:00,5557.267,5557.267,5557.014,5557.014,2680.0
2024-07-19T01:20:00-04:00,5557.152,5557.773,5557.02,5557.773,5360.0
2024-07-19T01:21:00-04:00,5557.881,5558.526,5557.77,5558.526,6030.0
2024-07-19T01:22:00-04:00,5558.264,5558.529,5558.261,5558.282,6030.0
2024-07-19T01:23:00-04:00,5558.517,5558.827,5557.764,5557.764,6700.0
2024-07-19T01:24:00-04:00,5557.64,5557.773,5557.27,5557.27,6700.0
2024-07-19T01:25:00-04:00,5557.52,5557.52,5556.899,5557.077,5360.0
2024-07-19T01:26:00-04:00,5556.881,5556.881,5555.767,5555.767,14070.0
2024-07-19T01:27:00-04:00,5556.032,5556.523,5556.032,5556.523,2010.0
2024-07-19T01:28:00-04:00,5556.782,5556.782,5556.523,5556.523,2680.0
2024-07-19T01:29:00-04:00,5556.399,5557.152,5556.399,5557.152,6030.0
2024-07-19T01:30:00-04:00,5557.273,5557.273,5557.014,5557.014,8040.0
2024-07-19T01:31:00-04:00,5557.279,5557.523,5557.017,5557.017,2680.0
2024-07-19T01:33:00-04:00,5557.327,5558.077,5557.327,5557.884,4690.0
2024-07-19T01:34:00-04:00,5557.767,5558.077,5557.767,5558.077,9380.0
2024-07-19T01:35:00-04:00,5557.884,5558.026,5557.827,5557.827,3350.0
2024-07-19T01:36:00-04:00,5557.517,5557.776,5557.517,5557.776,4690.0
2024-07-19T01:37:00-04:00,5557.511,5557.764,5557.511,5557.764,1340.0
2024-07-19T01:38:00-04:00,5558.011,5558.276,5558.011,5558.276,1340.0
2024-07-19T01:39:00-04:00,5558.399,5558.399,5558.264,5558.264,1340.0
2024-07-19T01:41:00-04:00,5558.023,5558.077,5557.776,5557.779,5360.0
2024-07-19T01:42:00-04:00,5558.014,5558.029,5557.764,5558.029,3350.0
2024-07-19T01:43:00-04:00,5558.152,5558.152,5558.026,5558.026,1340.0
2024-07-19T01:44:00-04:00,5557.764,5558.026,5557.764,5558.026,5360.0
2024-07-19T01:45:00-04:00,5557.779,5558.02,5557.779,5558.011,4690.0
2024-07-19T01:46:00-04:00,5557.776,5557.776,5557.52,5557.52,1340.0
2024-07-19T01:47:00-04:00,5557.77,5557.77,5557.523,5557.761,7370.0
2024-07-19T01:48:00-04:00,5558.029,5558.029,5558.029,5558.029,670.0
2024-07-19T01:49:00-04:00,5558.146,5558.146,5558.017,5558.017,2680.0
2024-07-19T01:50:00-04:00,5558.152,5558.282,5557.881,5558.282,4020.0
2024-07-19T01:51:00-04:00,5558.402,5558.532,5558.27,5558.532,2010.0
